HAGRID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Female maturity (days)	Male maturity (days)	Gestation/Incubation (days)	Weaning (days)	Litter/Clutch size	Litters/Clutches per year	Inter-litter/Interbirth interval	Birth weight (g)	Weaning weight (g)	Adult weight (g)	Growth rate (1/days)	Maximum longevity (yrs)	Source	Specimen origin	Sample size	Data quality	IMR (per yr)	MRDT (yrs)	Metabolic rate (W)	Body mass (g)	Temperature (K)
2108	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Poicephalus	robustus	NA	NA	NA	NA	NA	NA	NA	NA	NA	344	NA	29.7	669	captivity	medium	acceptable	NA	NA	NA	NA	NA
2109	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Poicephalus	rueppellii	NA	NA	NA	NA	NA	NA	NA	NA	NA	116	NA	34.3	669	captivity	small	acceptable	NA	NA	NA	NA	NA
2110	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Poicephalus	rufiventris	NA	NA	NA	NA	NA	NA	NA	NA	NA	120	NA	33.4	575	captivity	medium	acceptable	NA	NA	NA	NA	NA
2111	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Poicephalus	senegalus	NA	NA	NA	NA	NA	NA	NA	NA	NA	155	NA	40	669	captivity	large	acceptable	NA	NA	NA	NA	NA
2112	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Polytelis	alexandrae	NA	NA	NA	NA	NA	NA	NA	NA	NA	104	NA	23.9	669	captivity	medium	acceptable	NA	NA	NA	NA	NA
2113	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Polytelis	anthopeplus	NA	NA	NA	NA	NA	NA	NA	NA	NA	170	NA	13.8	669	captivity	medium	acceptable	NA	NA	NA	NA	NA
2114	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Polytelis	swainsonii	NA	NA	NA	NA	NA	NA	NA	NA	NA	153	NA	15.1	669	captivity	medium	acceptable	NA	NA	NA	NA	NA
2115	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Primolius	maracana	NA	NA	NA	NA	NA	NA	NA	NA	NA	256	NA	31	669	captivity	small	acceptable	NA	NA	NA	NA	NA
2116	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Probosciger	aterrimus	NA	NA	NA	NA	NA	NA	NA	NA	NA	841	NA	56.3	669	captivity	medium	acceptable	NA	NA	NA	NA	NA
2117	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Prosopeia	personata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.8	669	captivity	small	acceptable	NA	NA	NA	NA	NA
2118	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Prosopeia	splendens	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.1	669	captivity	small	acceptable	NA	NA	NA	NA	NA
2119	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Prosopeia	tabuensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	232	0.162	NA	NA	unknown	tiny	low	NA	NA	NA	NA	NA
2120	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psephotus	dissimilis	NA	NA	NA	NA	NA	NA	NA	NA	NA	55	NA	18	669	captivity	small	acceptable	NA	NA	NA	NA	NA
2121	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psephotus	haematonotus	NA	NA	NA	NA	NA	NA	NA	NA	NA	61.4	NA	12.2	669	captivity	medium	acceptable	NA	NA	NA	NA	NA
2122	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psephotus	varius	NA	NA	NA	NA	NA	NA	NA	NA	NA	61.5	NA	11.8	669	captivity	small	acceptable	NA	NA	NA	NA	NA
2123	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Pseudeos	fuscata	NA	NA	NA	NA	NA	NA	NA	NA	NA	149	NA	13.4	669	captivity	medium	acceptable	NA	NA	NA	NA	NA
2124	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psilopsiagon	aymara	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	NA	8.5	669	captivity	small	acceptable	NA	NA	NA	NA	NA
2125	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittacula	alexandri	NA	NA	NA	NA	NA	NA	NA	NA	NA	147	NA	23.3	669	captivity	medium	acceptable	NA	NA	NA	NA	NA
2126	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittacula	calthropae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	669	captivity	small	questionable	NA	NA	NA	NA	NA
2127	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittacula	columboides	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA
2128	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittacula	cyanocephala	NA	NA	NA	NA	NA	NA	NA	NA	NA	66	NA	18.8	669	captivity	medium	questionable	NA	NA	NA	NA	NA
2129	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittacula	eupatria	NA	NA	NA	NA	NA	NA	NA	NA	NA	255	NA	30	669	captivity	medium	acceptable	NA	NA	NA	NA	NA
2130	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittacula	krameri	NA	NA	NA	NA	NA	NA	NA	NA	NA	128	NA	34	575	captivity	large	acceptable	NA	NA	NA	NA	NA
2131	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittaculirostris	desmarestii	NA	NA	NA	NA	NA	NA	NA	NA	NA	117	NA	14.9	669	captivity	tiny	acceptable	NA	NA	NA	NA	NA
2132	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittaculirostris	edwardsii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	669	captivity	small	acceptable	NA	NA	NA	NA	NA
2133	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittaculirostris	salvadorii	NA	NA	NA	NA	NA	NA	NA	NA	NA	118	NA	12	669	captivity	tiny	acceptable	NA	NA	NA	NA	NA
2134	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittacus	erithacus	NA	NA	NA	NA	NA	NA	NA	NA	NA	333	0.128	49.7	669	captivity	large	acceptable	NA	NA	NA	NA	NA
2135	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psitteuteles	goldiei	NA	NA	NA	NA	NA	NA	NA	NA	NA	51	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA
2136	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psitteuteles	iris	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.1	669	captivity	small	acceptable	NA	NA	NA	NA	NA
2137	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittinus	cyanurus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.124	10.2	669	captivity	small	questionable	NA	NA	NA	NA	NA
2138	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittrichas	fulgidus	NA	NA	NA	NA	NA	NA	NA	NA	NA	865	NA	25	669	captivity	medium	acceptable	NA	NA	NA	NA	NA
2139	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Purpureicephalus	spurius	NA	NA	NA	NA	NA	NA	NA	NA	NA	116	NA	15.3	669	captivity	small	acceptable	NA	NA	NA	NA	NA
2140	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Pyrrhura	leucotis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.5	669	captivity	small	acceptable	NA	NA	NA	NA	NA
2141	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Pyrrhura	perlata	NA	NA	NA	NA	NA	NA	NA	NA	NA	87	NA	14.3	669	captivity	small	acceptable	NA	NA	NA	NA	NA
2142	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Rhynchopsitta	pachyrhyncha	730	730	26	NA	3	1	NA	NA	NA	360	NA	33	669	captivity	medium	acceptable	NA	NA	NA	NA	NA
2143	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Strigops	habroptila	3650	1825	30	NA	2.5	NA	NA	NA	NA	1750	NA	60	493	captivity	small	acceptable	NA	NA	NA	NA	NA
2144	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Tanygnathus	megalorynchos	NA	NA	NA	NA	NA	NA	NA	NA	NA	325	NA	23	575	captivity	small	acceptable	NA	NA	NA	NA	NA
2145	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Tanygnathus	sumatranus	NA	NA	NA	NA	NA	NA	NA	NA	NA	270.5	NA	14.4	669	captivity	small	acceptable	NA	NA	NA	NA	NA
2146	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Trichoglossus	euteles	NA	NA	NA	NA	NA	NA	NA	NA	NA	73.7	NA	16	669	captivity	small	acceptable	NA	NA	NA	NA	NA
2147	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Trichoglossus	haematodus	NA	NA	NA	NA	NA	NA	NA	NA	NA	115.1	NA	16.1	669	captivity	large	questionable	NA	NA	NA	NA	NA
2148	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Trichoglossus	johnstoniae	NA	NA	NA	NA	NA	NA	NA	NA	NA	55.2	NA	17.8	669	captivity	small	acceptable	NA	NA	NA	NA	NA
2149	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Trichoglossus	ornatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.4	669	captivity	medium	acceptable	NA	NA	NA	NA	NA
2150	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Triclaria	malachitacea	NA	NA	NA	NA	NA	NA	NA	NA	NA	90	NA	11.9	669	captivity	tiny	acceptable	NA	NA	NA	NA	NA
2151	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Vini	australis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.6	669	captivity	medium	acceptable	NA	NA	NA	NA	NA
2152	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Vini	peruviana	NA	NA	NA	NA	NA	NA	NA	NA	NA	29	NA	18.4	669	captivity	tiny	acceptable	NA	NA	NA	NA	NA
2153	Animalia	Chordata	Aves	Rheiformes	Rheidae	Rhea	americana	426	426	36	NA	NA	NA	NA	NA	NA	23000	NA	NA	NA	unknown	medium	low	NA	NA	NA	NA	NA
2154	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Aptenodytes	forsteri	1825	2007	NA	NA	NA	NA	NA	NA	NA	29500	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA
2155	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Aptenodytes	patagonicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	13036.8	0.124	26	575	captivity	large	acceptable	NA	NA	25.889	13270	NA
2156	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Eudyptula	minor	NA	NA	39	NA	NA	NA	NA	NA	NA	1105	NA	16	986	wild	medium	acceptable	NA	NA	NA	NA	NA
2157	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Pygoscelis	papua	730	730	NA	NA	2	NA	NA	NA	NA	5950	NA	NA	NA	unknown	medium	low	NA	NA	NA	NA	NA
2158	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	demersus	NA	NA	NA	NA	NA	NA	NA	NA	NA	3135	NA	27.3	969	wild	large	acceptable	NA	NA	NA	NA	NA
2159	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	humboldti	NA	NA	NA	NA	NA	NA	NA	NA	NA	4379	NA	NA	NA	unknown	medium	low	NA	NA	NA	NA	NA
2160	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	magellanicus	1040	1040	40	NA	1	NA	NA	NA	NA	4000	0.069	30	587	wild	medium	acceptable	NA	NA	NA	NA	NA
2161	Animalia	Chordata	Aves	Strigiformes	Strigidae	Aegolius	acadicus	365	365	27	NA	5.5	1	NA	7.5	NA	117.9	NA	17.5	NA	unknown	medium	acceptable	NA	NA	0.654	124	NA
2162	Animalia	Chordata	Aves	Strigiformes	Strigidae	Aegolius	funereus	365	365	27	NA	5	1	NA	9	NA	120	NA	15.9	NA	unknown	medium	acceptable	NA	NA	NA	NA	NA
2163	Animalia	Chordata	Aves	Strigiformes	Strigidae	Asio	flammeus	365	365	25	NA	6	1.5	NA	16	NA	406	0.098	21.8	NA	unknown	medium	acceptable	NA	NA	NA	NA	NA
2164	Animalia	Chordata	Aves	Strigiformes	Strigidae	Asio	otus	365	365	27	NA	4.5	1	NA	17.4	NA	249.7	0.225	27.8	579	wild	small	acceptable	NA	NA	0.954	252	NA
2165	Animalia	Chordata	Aves	Strigiformes	Strigidae	Athene	cunicularia	365	365	28	NA	8	1.5	NA	8.9	NA	150	NA	11	427	wild	medium	acceptable	NA	NA	NA	NA	NA
2166	Animalia	Chordata	Aves	Strigiformes	Strigidae	Athene	noctua	365	365	NA	NA	NA	NA	NA	NA	NA	169	NA	11.1	450	wild	medium	acceptable	NA	NA	NA	NA	NA
2167	Animalia	Chordata	Aves	Strigiformes	Strigidae	Bubo	bubo	730	730	NA	NA	NA	NA	NA	NA	NA	2686	0.12	68	543	captivity	large	acceptable	NA	NA	NA	NA	NA
2168	Animalia	Chordata	Aves	Strigiformes	Strigidae	Bubo	scandiacus	730	730	32	NA	6	1	NA	45	NA	2042.5	0.148	28	445	captivity	small	acceptable	NA	NA	4.2244	2026	NA
2169	Animalia	Chordata	Aves	Strigiformes	Strigidae	Bubo	virginianus	730	730	27	NA	3	1	NA	34.7	NA	1191.2	0.138	29	427	wild	medium	acceptable	NA	NA	5.2442	1450	NA
2170	Animalia	Chordata	Aves	Strigiformes	Strigidae	Glaucidium	passerinum	365	365	NA	NA	NA	NA	NA	NA	NA	65.5	NA	6	450	wild	medium	acceptable	NA	NA	NA	NA	NA
2171	Animalia	Chordata	Aves	Strigiformes	Strigidae	Megascops	asio	365	365	29	NA	4	1	NA	11	NA	164.1	0.264	20.7	NA	unknown	medium	acceptable	NA	NA	0.586	166	NA
2172	Animalia	Chordata	Aves	Strigiformes	Strigidae	Megascops	kennicottii	365	365	30	NA	4	1	NA	14.05	NA	205	NA	19	445	captivity	small	acceptable	NA	NA	NA	NA	NA
2173	Animalia	Chordata	Aves	Strigiformes	Strigidae	Micrathene	whitneyi	365	NA	24	NA	2	1	NA	NA	NA	41	NA	14	445	captivity	small	acceptable	NA	NA	0.259435	45.9	NA
2174	Animalia	Chordata	Aves	Strigiformes	Strigidae	Otus	flammeolus	365	365	22	NA	3	1	NA	7.5	NA	55.5	NA	8.1	1	wild	medium	acceptable	NA	NA	NA	NA	NA
2175	Animalia	Chordata	Aves	Strigiformes	Strigidae	Otus	scops	365	365	NA	NA	NA	NA	NA	NA	NA	92	NA	6.8	450	wild	medium	acceptable	NA	NA	NA	NA	NA
2176	Animalia	Chordata	Aves	Strigiformes	Strigidae	Pulsatrix	perspicillata	NA	NA	36	NA	2	NA	NA	NA	NA	770	NA	25	448	captivity	medium	acceptable	NA	NA	NA	NA	NA
2177	Animalia	Chordata	Aves	Strigiformes	Strigidae	Strix	aluco	365	365	NA	NA	NA	NA	NA	NA	NA	520	NA	22.4	450	wild	medium	acceptable	NA	NA	NA	NA	NA
2178	Animalia	Chordata	Aves	Strigiformes	Strigidae	Strix	nebulosa	365	365	30	NA	2	1	NA	37.5	NA	1120	NA	15.9	450	wild	small	acceptable	NA	NA	NA	NA	NA
2179	Animalia	Chordata	Aves	Strigiformes	Strigidae	Strix	occidentalis	365	365	30	NA	2	NA	NA	NA	NA	588.7	NA	25	1	captivity	small	acceptable	NA	NA	2.675	571	NA
2180	Animalia	Chordata	Aves	Strigiformes	Strigidae	Strix	uralensis	365	365	NA	NA	NA	NA	NA	NA	NA	784.5	0.106	23.8	450	wild	medium	acceptable	NA	NA	NA	NA	NA
2181	Animalia	Chordata	Aves	Strigiformes	Strigidae	Strix	varia	730	730	28	NA	2	1	NA	46	NA	715	NA	24	427	wild	medium	acceptable	NA	NA	NA	NA	NA
2182	Animalia	Chordata	Aves	Strigiformes	Strigidae	Surnia	ulula	NA	NA	27	NA	7	1	NA	18	NA	320	NA	16.2	450	wild	medium	acceptable	NA	NA	NA	NA	NA
2183	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	alba	365	365	33	NA	6	2	NA	15	NA	580	0.17	34	445	wild	medium	acceptable	NA	NA	NA	NA	NA
2184	Animalia	Chordata	Aves	Struthioniformes	Struthionidae	Struthio	camelus	NA	NA	NA	NA	NA	NA	NA	NA	NA	111000	NA	50	1	captivity	large	acceptable	NA	NA	69.6339	100000	NA
2185	Animalia	Chordata	Aves	Suliformes	Anhingidae	Anhinga	anhinga	730	730	28	NA	4	NA	NA	NA	NA	1080	NA	16.4	1	captivity	tiny	acceptable	NA	NA	3.2258	1040	NA
2186	Animalia	Chordata	Aves	Suliformes	Anhingidae	Anhinga	melanogaster	NA	NA	NA	NA	NA	NA	NA	NA	NA	1486.6	NA	16	1	captivity	small	acceptable	NA	NA	NA	NA	NA
2187	Animalia	Chordata	Aves	Suliformes	Fregatidae	Fregata	andrewsi	NA	NA	NA	NA	NA	NA	NA	NA	NA	1550	NA	25.6	972	wild	medium	acceptable	NA	NA	NA	NA	NA
2188	Animalia	Chordata	Aves	Suliformes	Fregatidae	Fregata	ariel	NA	NA	NA	NA	NA	NA	NA	NA	NA	806	0.04	27.6	427	wild	medium	acceptable	NA	NA	NA	NA	NA
2189	Animalia	Chordata	Aves	Suliformes	Fregatidae	Fregata	magnificens	1826	1826	56	NA	1	1	NA	NA	NA	1078	0.042	34	NA	unknown	medium	acceptable	NA	NA	NA	NA	NA
2190	Animalia	Chordata	Aves	Suliformes	Fregatidae	Fregata	minor	1826	1826	56	NA	1	1	NA	NA	NA	1400	0.05	43	427	wild	medium	acceptable	NA	NA	NA	NA	NA
2191	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Phalacrocorax	aristotelis	1095	1095	NA	NA	NA	NA	NA	NA	NA	1773	0.171	30.6	450	wild	medium	acceptable	NA	NA	NA	NA	NA
2192	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Phalacrocorax	auritus	730	730	24	NA	4	1	NA	31.15	NA	1817	0.171	22.5	427	wild	large	acceptable	NA	NA	5.6096	1330	NA
2193	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Phalacrocorax	brasilianus	365	365	26	NA	3.5	NA	NA	NA	NA	1550	NA	12.6	576	wild	small	acceptable	NA	NA	NA	NA	NA
2194	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Phalacrocorax	carbo	1460	1460	30	NA	4	1	NA	48.5	NA	3628.8	0.115	27.2	450	wild	small	acceptable	NA	NA	NA	NA	NA
2195	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Phalacrocorax	pelagicus	730	730	22	NA	4	NA	NA	35	NA	2041.2	NA	17.8	576	wild	small	acceptable	NA	NA	NA	NA	NA
2196	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Phalacrocorax	penicillatus	730	730	30	NA	3	1	NA	33	NA	2426	NA	18	576	wild	medium	acceptable	NA	NA	NA	NA	NA
2197	Animalia	Chordata	Aves	Suliformes	Sulidae	Morus	bassanus	730	1095	43	NA	1	1	NA	80	NA	2950	0.102	37.4	450	wild	medium	acceptable	NA	NA	NA	NA	NA
2198	Animalia	Chordata	Aves	Suliformes	Sulidae	Morus	serrator	NA	NA	NA	NA	NA	NA	NA	NA	NA	2350	NA	33	1	wild	medium	acceptable	NA	NA	NA	NA	NA
2199	Animalia	Chordata	Aves	Suliformes	Sulidae	Sula	dactylatra	1461	1461	43	NA	1.5	NA	NA	52.2	NA	1739.2	0.081	25.5	427	wild	large	acceptable	NA	NA	5.5209	1289	NA
2200	Animalia	Chordata	Aves	Suliformes	Sulidae	Sula	granti	NA	NA	NA	NA	NA	NA	NA	NA	NA	1754	NA	21	320	wild	medium	acceptable	NA	NA	NA	NA	NA
2201	Animalia	Chordata	Aves	Suliformes	Sulidae	Sula	leucogaster	1278	1278	41	NA	2	1	NA	NA	NA	1134	0.113	27.2	427	wild	medium	acceptable	NA	NA	NA	NA	NA
2202	Animalia	Chordata	Aves	Suliformes	Sulidae	Sula	nebouxii	NA	NA	41	NA	2	NA	NA	NA	NA	1530	NA	18	444	wild	medium	acceptable	NA	NA	NA	NA	NA
2203	Animalia	Chordata	Aves	Suliformes	Sulidae	Sula	sula	730	730	44	NA	1	1	NA	40	NA	1017	0.064	23	1	wild	medium	acceptable	NA	NA	NA	NA	NA
2204	Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Tinamus	solitarius	NA	NA	NA	NA	NA	NA	NA	NA	NA	1390.5	NA	15	1	captivity	tiny	acceptable	NA	NA	NA	NA	NA
2206	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Caspiomyzon	wagneri	NA	NA	NA	NA	NA	NA	NA	NA	NA	113.3	NA	4	454	wild	medium	acceptable	NA	NA	NA	NA	NA
2207	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Entosphenus	tridentatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	275	NA	9	1	wild	medium	acceptable	NA	NA	NA	NA	NA
2208	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Eudontomyzon	danfordi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	454	wild	medium	acceptable	NA	NA	NA	NA	NA
2209	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Eudontomyzon	mariae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	454	wild	medium	acceptable	NA	NA	NA	NA	NA
2210	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Ichthyomyzon	castaneus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	454	wild	medium	acceptable	NA	NA	NA	NA	NA
2211	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Ichthyomyzon	greeleyi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	440	unknown	medium	acceptable	NA	NA	NA	NA	NA
2212	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Ichthyomyzon	unicuspis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	454	wild	medium	acceptable	NA	NA	NA	NA	NA
2213	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Lampetra	aepyptera	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	454	wild	medium	acceptable	NA	NA	NA	NA	NA
2214	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Lampetra	fluviatilis	2250	2250	NA	NA	NA	NA	NA	NA	NA	82.5	NA	10	454	wild	medium	acceptable	NA	NA	NA	NA	NA
2215	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Lampetra	planeri	1916	1916	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	454	wild	medium	acceptable	NA	NA	NA	NA	NA
2216	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Lethenteron	appendix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	454	wild	medium	acceptable	NA	NA	NA	NA	NA
2217	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Lethenteron	camtschaticum	1642	1642	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	454	wild	medium	acceptable	NA	NA	NA	NA	NA
2218	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Lethenteron	kessleri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	454	wild	medium	acceptable	NA	NA	NA	NA	NA
2219	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Lethenteron	reissneri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	454	wild	medium	acceptable	NA	NA	NA	NA	NA
2220	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Lethenteron	zanandreai	1916	1916	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	454	wild	medium	acceptable	NA	NA	NA	NA	NA
2221	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Petromyzon	marinus	3193	3193	NA	NA	NA	NA	NA	NA	NA	1375	NA	9	454	wild	medium	acceptable	NA	NA	NA	NA	NA
2223	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	acronotus	1369	1003	NA	NA	3.9	NA	730	NA	NA	10395	NA	19	822	wild	medium	acceptable	NA	NA	NA	NA	NA
2224	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	amblyrhynchos	2190	NA	NA	NA	4.1	NA	730	NA	NA	18535	NA	25	822	wild	medium	acceptable	NA	NA	NA	NA	NA
2225	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	brachyurus	7610	5840	NA	NA	16.6	NA	730	NA	NA	167530	NA	34.5	822	wild	medium	acceptable	NA	NA	NA	NA	NA
2226	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	brevipinna	3285	NA	NA	NA	8.5	NA	730	NA	NA	49335	NA	19	822	wild	medium	acceptable	NA	NA	NA	NA	NA
2227	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	cautus	2190	NA	NA	NA	4.2	NA	730	NA	NA	NA	NA	16.4	822	wild	medium	acceptable	NA	NA	NA	NA	NA
2228	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	falciformis	2920	2646	NA	NA	6.5	NA	730	NA	NA	190300	NA	23	822	wild	medium	acceptable	NA	NA	NA	NA	NA
2229	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	galapagensis	2829	2555	NA	NA	8.7	NA	730	NA	NA	47025	NA	24	454	wild	medium	acceptable	NA	NA	NA	NA	NA
2230	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	isodon	1570	1423	NA	NA	4	NA	730	NA	NA	NA	NA	8	822	wild	medium	acceptable	NA	NA	NA	NA	NA
2231	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	leucas	6570	6296	NA	NA	9.8	NA	730	NA	NA	174075	NA	32	822	wild	medium	acceptable	NA	NA	NA	NA	NA
2232	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	limbatus	2555	NA	NA	NA	4.6	NA	730	NA	NA	67540	NA	12	822	wild	medium	acceptable	NA	NA	NA	NA	NA
2233	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	longimanus	1825	NA	NA	NA	6.1	NA	730	NA	NA	92070	NA	22	822	wild	medium	acceptable	NA	NA	NA	NA	NA
2234	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	obscurus	7482	7391	NA	NA	10	NA	1095	NA	NA	190575	NA	35	822	wild	medium	acceptable	NA	NA	NA	NA	NA
2235	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	plumbeus	5110	5231	NA	NA	7.9	NA	730	NA	NA	65000	NA	32	NA	unknown	medium	acceptable	NA	NA	NA	NA	NA
